ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 0
2 5 2 5   -0.00207
2 5 2 3   0.02041
2 1 2 1   -0.00404
2 1 2 3   -0.07943
2 3 2 5   0.04467
2 3 2 1   -0.08496
2 3 2 3   -0.34436
3 7 3 7   0.13323
3 7 3 5   0.01908
3 3 3 3   -0.03020
3 3 3 5   -0.00251
3 3 3 1   0.00319
3 5 3 7   0.03238
3 5 3 3   -0.00176
3 5 3 5   -0.00340
3 1 3 3   0.00111
3 1 3 1   -0.00016
ONE-BODY DENSITY MATRIX FOR 2JO = 2 TO =, 2
2 5 2 5   -0.00032
2 5 2 3   -0.01445
2 1 2 1   0.00283
2 1 2 3   0.05662
2 3 2 5   -0.03050
2 3 2 1   0.06039
2 3 2 3   0.24336
3 7 3 7   0.09322
3 7 3 5   0.01370
3 3 3 3   -0.02132
3 3 3 5   -0.00226
3 3 3 1   0.00226
3 5 3 7   0.02155
3 5 3 3   -0.00052
3 5 3 5   0.00178
3 1 3 3   0.00061
3 1 3 1   0.00049
