ONE-BODY DENSITY MATRIX FOR 2JO = 8 TO =, 0
2 5 2 5   0.00244
2 5 2 3   0.02780
2 3 2 5   -0.06562
3 7 3 7   0.30418
3 7 3 3   -0.06319
3 7 3 5   -0.00971
3 7 3 1   -0.00897
3 3 3 7   -0.17364
3 3 3 5   -0.00089
3 5 3 7   0.01249
3 5 3 3   -0.00004
3 5 3 5   0.00109
3 1 3 7   0.02289
ONE-BODY DENSITY MATRIX FOR 2JO = 8 TO =, 2
2 5 2 5   -0.00073
2 5 2 3   -0.02027
2 3 2 5   0.04645
3 7 3 7   0.21532
3 7 3 3   -0.04476
3 7 3 5   -0.00643
3 7 3 1   -0.00658
3 3 3 7   -0.12277
3 3 3 5   -0.00087
3 5 3 7   0.00865
3 5 3 3   0.00036
3 5 3 5   -0.00047
3 1 3 7   0.01616
