ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 0
2 5 2 5   0.00035
2 5 2 1   -0.00113
2 5 2 3   -0.01157
2 1 2 5   0.00042
2 1 2 3   0.01158
2 3 2 5   0.01326
2 3 2 1   -0.04130
2 3 2 3   0.02071
3 7 3 7   0.04543
3 7 3 3   0.07213
3 7 3 5   -0.00530
3 3 3 7   0.16250
3 3 3 3   -0.38403
3 3 3 5   -0.00190
3 3 3 1   -0.00740
3 5 3 7   0.00977
3 5 3 3   0.00132
3 5 3 5   -0.00033
3 5 3 1   0.00086
3 1 3 3   0.01579
3 1 3 5   0.00071
ONE-BODY DENSITY MATRIX FOR 2JO = 4 TO =, 2
2 5 2 5   0.00046
2 5 2 1   0.00109
2 5 2 3   0.00838
2 1 2 5   0.00072
2 1 2 3   -0.00836
2 3 2 5   -0.00935
2 3 2 1   0.02892
2 3 2 3   -0.01360
3 7 3 7   0.03248
3 7 3 3   0.05145
3 7 3 5   -0.00369
3 3 3 7   0.11525
3 3 3 3   -0.27186
3 3 3 5   -0.00100
3 3 3 1   -0.00570
3 5 3 7   0.00691
3 5 3 3   0.00054
3 5 3 5   -0.00030
3 5 3 1   0.00070
3 1 3 3   0.01160
3 1 3 5   0.00050
